Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_121_266,VSS,Metal1,135.1260,475.8190,0.000019
FILLER_121_259,VSS,Metal1,131.7660,475.8190,0.000017
FILLER_121_252,VSS,Metal1,128.4060,475.8190,0.000016
FILLER_121_245,VSS,Metal1,125.0460,475.8190,0.000014
FILLER_121_238,VSS,Metal1,121.6860,475.8190,0.000012
FILLER_121_231,VSS,Metal1,118.3260,475.8190,0.000011
FILLER_121_224,VSS,Metal1,114.9660,475.8190,0.000009
FILLER_121_217,VSS,Metal1,111.6060,475.8190,0.000007
FILLER_121_210,VSS,Metal1,108.2460,475.8190,0.000006
FILLER_121_203,VSS,Metal1,104.8860,475.8190,0.000004
FILLER_121_196,VSS,Metal1,101.5260,475.8190,0.000002
FILLER_121_189,VSS,Metal1,98.1660,475.8190,0.000002
FILLER_121_182,VSS,Metal1,94.8060,475.8190,0.000002
FILLER_121_175,VSS,Metal1,91.4460,475.8190,0.000002
FILLER_121_168,VSS,Metal1,88.0860,475.8190,0.000002
FILLER_121_161,VSS,Metal1,84.7260,475.8190,0.000002
FILLER_121_154,VSS,Metal1,81.3660,475.8190,0.000002
FILLER_121_147,VSS,Metal1,78.0060,475.8190,0.000002
FILLER_121_140,VSS,Metal1,74.6460,475.8190,0.000002
FILLER_121_133,VSS,Metal1,71.2860,475.8190,0.000002
FILLER_121_126,VSS,Metal1,67.9260,475.8190,0.000001
FILLER_121_119,VSS,Metal1,64.5660,475.8190,0.000001
FILLER_121_112,VSS,Metal1,61.2060,475.8190,0.000001
FILLER_121_105,VSS,Metal1,57.8460,475.8190,0.000001
FILLER_121_98,VSS,Metal1,54.4860,475.8190,0.000001
FILLER_121_91,VSS,Metal1,51.1260,475.8190,0.000001
FILLER_121_84,VSS,Metal1,47.7660,475.8190,0.000001
FILLER_121_77,VSS,Metal1,44.4060,475.8190,0.000001
FILLER_121_70,VSS,Metal1,41.0460,475.8190,0.000001
FILLER_121_63,VSS,Metal1,37.6860,475.8190,0.000001
FILLER_121_56,VSS,Metal1,34.3260,475.8190,0.000001
FILLER_121_49,VSS,Metal1,30.9660,475.8190,0.000000
FILLER_121_42,VSS,Metal1,27.6060,475.8190,0.000000
FILLER_121_35,VSS,Metal1,24.2460,475.8190,0.000000
FILLER_121_28,VSS,Metal1,20.8860,475.8190,0.000000
FILLER_121_21,VSS,Metal1,17.5260,475.8190,0.000000
FILLER_121_14,VSS,Metal1,14.1660,475.8190,0.000000
FILLER_121_7,VSS,Metal1,10.8060,475.8190,0.000000
FILLER_121_0,VSS,Metal1,7.4460,475.8190,0.000000
FILLER_120_1015,VSS,Metal1,493.4400,468.7200,0.000000
FILLER_120_1008,VSS,Metal1,491.2860,469.1800,0.000000
FILLER_120_1001,VSS,Metal1,487.9260,469.1800,0.000000
FILLER_120_994,VSS,Metal1,484.5660,469.1800,0.000000
FILLER_120_987,VSS,Metal1,481.2060,469.1800,0.000000
FILLER_120_980,VSS,Metal1,477.8460,469.1800,0.000000
FILLER_120_973,VSS,Metal1,474.4860,469.1800,0.000000
FILLER_120_966,VSS,Metal1,471.1260,469.1800,0.000000
